National Instruments Acquisition
Time    Volt001
5.049316 0.000015
5.049805 -0.000101
5.050293 0.000015
5.050781 -0.000012
5.051270 -0.000116
5.051758 0.000011
5.052246 -0.000053
5.052734 -0.000180
5.053223 -0.000101
5.053711 0.000153
5.054199 0.000022
5.054688 -0.000038
5.055176 0.000074
5.055664 -0.000105
5.056152 -0.000042
5.056641 0.000003
5.057129 -0.000064
5.057617 -0.000053
5.058105 -0.000135
5.058594 -0.000101
5.059082 0.000164
5.059570 0.000160
5.060059 -0.000012
5.060547 0.000026
5.061035 -0.000023
5.061523 0.000052
5.062012 -0.000049
5.062500 -0.000124
5.062988 0.000190
5.063477 0.000089
5.063965 -0.000139
5.064453 -0.000079
5.064941 0.000082
5.065430 0.000063
5.065918 -0.000113
5.066406 0.000029
5.066895 0.000048
5.067383 -0.000124
5.067871 -0.000071
5.068359 0.000015
5.068848 -0.000004
5.069336 -0.000060
5.069824 0.000018
5.070313 -0.000000
5.070801 0.000044
5.071289 0.000130
5.071777 -0.000034
5.072266 -0.000053
5.072754 0.000037
5.073242 0.000018
5.073730 -0.000015
5.074219 -0.000064
5.074707 -0.000019
5.075195 0.000041
5.075684 -0.000101
5.076172 -0.000060
5.076660 0.000041
5.077148 -0.000142
5.077637 0.000003
5.078125 0.000015
5.078613 -0.000105
5.079102 0.000164
5.079590 -0.000008
5.080078 -0.000027
5.080566 0.000007
5.081055 -0.000157
5.081543 0.000044
5.082031 0.000134
5.082520 0.000142
5.083008 -0.000113
5.083496 -0.000139
5.083984 0.000003
5.084473 -0.000075
5.084961 -0.000000
5.085449 -0.000034
5.085938 0.000071
5.086426 -0.000071
5.086914 -0.000180
5.087402 0.000168
5.087891 0.000119
5.088379 -0.000060
5.088867 -0.000113
5.089355 -0.000105
5.089844 0.000003
5.090332 -0.000056
5.090820 -0.000071
5.091309 0.000018
5.091797 -0.000034
5.092285 0.000007
5.092773 0.000078
5.093262 0.000026
5.093750 0.000033
5.094238 -0.000004
5.094727 -0.000064
5.095215 -0.000023
5.095703 0.000044
5.096191 0.000048
5.096680 -0.000023
5.097168 -0.000027
5.097656 0.000071
5.098145 -0.000015
5.098633 -0.000042
5.099121 0.000097
5.099609 -0.000075
5.100098 -0.000086
5.100586 0.000153
5.101074 0.000153
5.101563 -0.000023
5.102051 -0.000157
5.102539 -0.000071
5.103027 -0.000015
5.103516 0.000026
5.104004 0.000071
5.104492 -0.000027
5.104980 -0.000090
5.105469 -0.000027
5.105957 0.000074
5.106445 -0.000038
5.106934 -0.000109
5.107422 -0.000000
5.107910 0.000003
5.108398 0.000067
5.108887 0.000022
5.109375 -0.000064
5.109863 0.000063
5.110352 0.000052
5.110840 0.000029
5.111328 0.000056
5.111816 0.000011
5.112305 0.000018
5.112793 -0.000079
5.113281 -0.000094
5.113770 -0.000071
5.114258 -0.000023
5.114746 0.000063
5.115234 -0.000116
5.115723 0.000093
5.116211 0.000134
5.116699 -0.000206
5.117188 0.000048
5.117676 0.000074
5.118164 -0.000086
5.118652 0.000022
5.119141 0.000063
5.119629 0.000179
5.120117 0.000063
5.120605 0.000041
5.121094 0.000175
5.121582 0.000097
5.122070 0.000044
5.122559 -0.000083
5.123047 -0.000049
5.123535 -0.000075
5.124023 -0.000154
5.124512 -0.000012
5.125000 0.000015
5.125488 0.000026
5.125977 -0.000086
5.126465 -0.000034
5.126953 0.000100
5.127441 0.000015
5.127930 0.000052
5.128418 -0.000060
5.128906 -0.000131
5.129395 -0.000027
5.129883 -0.000008
5.130371 0.000093
5.130859 0.000056
5.131348 -0.000053
5.131836 -0.000172
5.132324 -0.000187
5.132813 0.000026
5.133301 -0.000012
5.133789 -0.000124
5.134277 -0.000008
5.134766 0.000108
5.135254 0.000201
5.135742 0.000033
5.136230 -0.000120
5.136719 0.000100
5.137207 0.000041
5.137695 0.000003
5.138184 0.000022
5.138672 -0.000142
5.139160 0.000048
5.139648 0.000089
5.140137 -0.000079
5.140625 -0.000027
5.141113 0.000029
5.141602 -0.000000
5.142090 0.000007
5.142578 0.000029
5.143066 0.000100
5.143555 0.000157
5.144043 0.000037
5.144531 -0.000049
5.145020 -0.000064
5.145508 -0.000150
5.145996 -0.000113
5.146484 0.000029
5.146973 0.000041
5.147461 0.000026
5.147949 0.000022
5.148438 -0.000012
5.148926 0.000026
5.149414 0.000029
5.149902 0.000029
5.150391 0.000026
5.150879 0.000037
5.151367 0.000153
5.151855 -0.000034
5.152344 -0.000098
5.152832 0.000003
5.153320 -0.000086
5.153809 -0.000049
5.154297 -0.000105
5.154785 0.000003
5.155273 -0.000023
5.155762 -0.000131
5.156250 -0.000004
5.156738 -0.000008
5.157227 0.000007
5.157715 -0.000127
5.158203 -0.000135
5.158691 -0.000086
5.159180 0.000015
5.159668 0.000149
5.160156 0.000015
5.160645 0.000134
5.161133 0.000067
5.161621 -0.000060
5.162109 0.000022
5.162598 -0.000094
5.163086 0.000029
5.163574 0.000022
5.164063 0.000037
5.164551 0.000145
5.165039 -0.000101
5.165527 -0.000038
5.166016 0.000086
5.166504 -0.000083
5.166992 -0.000120
5.167480 -0.000042
5.167969 -0.000071
5.168457 0.000022
5.168945 0.000048
5.169434 -0.000090
5.169922 0.000119
5.170410 0.000059
5.170898 -0.000105
5.171387 -0.000086
5.171875 -0.000172
5.172363 -0.000068
5.172852 -0.000071
5.173340 -0.000012
5.173828 0.000067
5.174316 -0.000079
5.174805 -0.000038
5.175293 0.000059
5.175781 0.000007
5.176270 -0.000008
5.176758 0.000071
5.177246 -0.000060
5.177734 -0.000079
5.178223 0.000104
5.178711 0.000044
5.179199 0.000078
5.179688 0.000037
5.180176 0.000003
5.180664 0.000160
5.181152 -0.000049
5.181641 -0.000030
5.182129 0.000168
5.182617 -0.000000
5.183105 -0.000086
5.183594 -0.000004
5.184082 -0.000086
5.184570 -0.000124
5.185059 0.000067
5.185547 -0.000030
5.186035 -0.000116
5.186523 -0.000038
5.187012 -0.000083
5.187500 -0.000030
5.187988 -0.000019
5.188477 0.000071
5.188965 0.000018
5.189453 -0.000142
5.189941 0.000059
5.190430 0.000071
5.190918 -0.000023
5.191406 -0.000019
5.191895 -0.000012
5.192383 0.000026
5.192871 -0.000086
5.193359 -0.000068
5.193848 -0.000008
5.194336 -0.000004
5.194824 -0.000019
5.195313 0.000052
5.195801 0.000153
5.196289 0.000003
5.196777 -0.000019
5.197266 -0.000000
5.197754 -0.000042
5.198242 -0.000004
5.198730 -0.000027
5.199219 -0.000000
5.199707 0.000015
5.200195 -0.000030
5.200684 -0.000075
5.201172 -0.000042
5.201660 0.000086
5.202148 0.000011
5.202637 -0.000049
5.203125 0.000026
5.203613 0.000059
5.204102 0.000097
5.204590 -0.000004
5.205078 -0.000075
5.205566 -0.000019
5.206055 0.000082
5.206543 0.000074
5.207031 0.000056
5.207520 0.000164
5.208008 0.000048
5.208496 -0.000027
5.208984 -0.000034
5.209473 -0.000030
5.209961 0.000123
5.210449 -0.000053
5.210938 -0.000262
5.211426 -0.000221
5.211914 -0.000105
5.212402 -0.000034
5.212891 -0.000049
5.213379 0.000044
5.213867 0.000003
5.214355 -0.000083
5.214844 -0.000038
5.215332 0.000026
5.215820 -0.000012
5.216309 0.000011
5.216797 0.000022
5.217285 -0.000124
5.217773 0.000022
5.218262 -0.000030
5.218750 -0.000090
5.219238 0.000074
5.219727 -0.000000
5.220215 -0.000034
5.220703 -0.000023
5.221191 0.000153
5.221680 0.000149
5.222168 -0.000034
5.222656 0.000037
5.223145 -0.000030
5.223633 -0.000019
5.224121 0.000041
5.224609 -0.000071
5.225098 -0.000042
5.225586 0.000003
5.226074 -0.000008
5.226563 0.000026
5.227051 -0.000000
5.227539 -0.000086
5.228027 -0.000146
5.228516 0.000015
5.229004 0.000044
5.229492 -0.000079
5.229980 -0.000045
5.230469 -0.000135
5.230957 -0.000034
5.231445 -0.000045
5.231934 -0.000120
5.232422 0.000052
5.232910 -0.000034
5.233398 -0.000053
5.233887 -0.000146
5.234375 -0.000101
5.234863 0.000082
5.235352 -0.000038
5.235840 -0.000079
5.236328 -0.000083
5.236816 -0.000079
5.237305 0.000007
5.237793 -0.000012
5.238281 -0.000169
5.238770 -0.000023
5.239258 0.000145
5.239746 -0.000079
5.240234 -0.000105
5.240723 0.000026
5.241211 -0.000000
5.241699 -0.000012
5.242188 0.000015
5.242676 0.000015
5.243164 -0.000000
5.243652 0.000015
5.244141 -0.000109
5.244629 -0.000180
5.245117 -0.000042
5.245605 -0.000000
5.246094 -0.000015
5.246582 0.000003
5.247070 0.000003
5.247559 -0.000113
5.248047 -0.000176
5.248535 -0.000083
5.249023 -0.000012
5.249512 -0.000213
5.250000 -0.000228
5.250488 0.000041
5.250977 -0.000124
5.251465 -0.000038
5.251953 0.000003
5.252441 -0.000131
5.252930 0.000063
5.253418 0.000007
5.253906 0.000018
5.254395 -0.000030
5.254883 -0.000090
5.255371 -0.000034
5.255859 -0.000183
5.256348 -0.000098
5.256836 -0.000008
5.257324 -0.000094
5.257813 -0.000094
5.258301 -0.000086
5.258789 -0.000083
5.259277 -0.000019
5.259766 0.000022
5.260254 -0.000068
5.260742 -0.000060
5.261230 0.000048
5.261719 -0.000030
5.262207 -0.000105
5.262695 -0.000004
5.263184 0.000086
5.263672 -0.000000
5.264160 -0.000019
5.264648 0.000037
5.265137 -0.000105
5.265625 -0.000019
5.266113 0.000011
5.266602 -0.000161
5.267090 -0.000045
5.267578 -0.000172
5.268066 -0.000150
5.268555 -0.000060
5.269043 -0.000191
5.269531 0.000003
5.270020 -0.000023
5.270508 0.000003
5.270996 0.000015
5.271484 -0.000127
5.271973 -0.000127
5.272461 -0.000232
5.272949 -0.000101
5.273438 0.000007
5.273926 0.000041
5.274414 -0.000116
5.274902 -0.000172
5.275391 0.000018
5.275879 -0.000135
5.276367 -0.000120
5.276855 -0.000086
5.277344 -0.000139
5.277832 -0.000034
5.278320 -0.000071
5.278809 -0.000169
5.279297 -0.000060
5.279785 -0.000012
5.280273 -0.000064
5.280762 -0.000038
5.281250 -0.000146
5.281738 -0.000086
5.282227 0.000003
5.282715 -0.000056
5.283203 -0.000045
5.283691 -0.000094
5.284180 -0.000030
5.284668 0.000007
5.285156 -0.000075
5.285645 0.000074
5.286133 0.000052
5.286621 -0.000034
5.287109 0.000086
5.287598 -0.000015
5.288086 -0.000075
5.288574 -0.000109
5.289063 -0.000079
5.289551 0.000048
5.290039 -0.000101
5.290527 -0.000094
5.291016 -0.000008
5.291504 -0.000000
5.291992 0.000052
5.292480 -0.000090
5.292969 -0.000165
5.293457 -0.000165
5.293945 -0.000049
5.294434 0.000093
5.294922 -0.000030
5.295410 -0.000019
5.295898 0.000007
5.296387 -0.000109
5.296875 -0.000113
5.297363 -0.000064
5.297852 -0.000120
5.298340 -0.000187
5.298828 -0.000124
5.299316 -0.000266
5.299805 -0.000258
5.300293 -0.000008
5.300781 -0.000247
5.301270 -0.000299
5.301758 -0.000135
5.302246 -0.000146
5.302734 -0.000176
5.303223 -0.000363
5.303711 -0.000124
5.304199 -0.000127
5.304688 -0.000337
5.305176 -0.000187
5.305664 -0.000142
5.306152 -0.000090
5.306641 -0.000281
5.307129 -0.000195
5.307617 -0.000124
5.308105 -0.000154
5.308594 0.000078
5.309082 -0.000191
5.309570 -0.000098
5.310059 0.000033
5.310547 -0.000266
5.311035 -0.000165
5.311523 -0.000187
5.312012 -0.000337
5.312500 -0.000221
5.312988 -0.000075
5.313477 -0.000071
5.313965 -0.000127
5.314453 -0.000135
5.314941 -0.000101
5.315430 -0.000165
5.315918 -0.000292
5.316406 -0.000169
5.316895 -0.000161
5.317383 -0.000254
5.317871 -0.000154
5.318359 -0.000198
5.318848 -0.000213
5.319336 -0.000240
5.319824 -0.000314
5.320313 -0.000183
5.320801 -0.000393
5.321289 -0.000325
5.321777 -0.000131
5.322266 -0.000329
5.322754 -0.000225
5.323242 -0.000243
5.323730 -0.000198
5.324219 -0.000183
5.324707 -0.000269
5.325195 -0.000333
5.325684 -0.000486
5.326172 -0.000266
5.326660 -0.000307
5.327148 -0.000393
5.327637 -0.000240
5.328125 -0.000404
5.328613 -0.000512
5.329102 -0.000400
5.329590 -0.000400
5.330078 -0.000370
5.330566 -0.000423
5.331055 -0.000553
5.331543 -0.000535
5.332031 -0.000628
5.332520 -0.000505
5.333008 -0.000400
5.333496 -0.000505
5.333984 -0.000538
5.334473 -0.000505
5.334961 -0.000669
5.335449 -0.000864
5.335938 -0.000643
5.336426 -0.000665
5.336914 -0.000740
5.337402 -0.000841
5.337891 -0.000867
5.338379 -0.000725
5.338867 -0.000905
5.339355 -0.000807
5.339844 -0.000841
5.340332 -0.000878
5.340820 -0.000736
5.341309 -0.000882
5.341797 -0.000905
5.342285 -0.000938
5.342773 -0.000942
5.343262 -0.000953
5.343750 -0.000961
5.344238 -0.000979
5.344727 -0.001170
5.345215 -0.001099
5.345703 -0.000957
5.346191 -0.001144
5.346680 -0.001289
5.347168 -0.001200
5.347656 -0.001226
5.348145 -0.001304
5.348633 -0.001211
5.349121 -0.001226
5.349609 -0.001263
5.350098 -0.001222
5.350586 -0.001275
5.351074 -0.001409
5.351563 -0.001495
5.352051 -0.001510
5.352539 -0.001551
5.353027 -0.001566
5.353516 -0.001532
5.354004 -0.001544
5.354492 -0.001749
5.354980 -0.001738
5.355469 -0.001603
5.355957 -0.001715
5.356445 -0.001753
5.356934 -0.001715
5.357422 -0.001742
5.357910 -0.001742
5.358398 -0.001738
5.358887 -0.001932
5.359375 -0.001906
5.359863 -0.001842
5.360352 -0.002070
5.360840 -0.002048
5.361328 -0.002123
5.361816 -0.002156
5.362305 -0.002097
5.362793 -0.002313
5.363281 -0.002351
5.363770 -0.002369
5.364258 -0.002354
5.364746 -0.002324
5.365234 -0.002451
5.365723 -0.002418
5.366211 -0.002362
5.366699 -0.002395
5.367188 -0.002560
5.367676 -0.002575
5.368164 -0.002571
5.368652 -0.002784
5.369141 -0.002780
5.369629 -0.002896
5.370117 -0.002926
5.370605 -0.002806
5.371094 -0.003004
5.371582 -0.003146
5.372070 -0.003165
5.372559 -0.003120
5.373047 -0.003221
5.373535 -0.003356
5.374023 -0.003333
5.374512 -0.003397
5.375000 -0.003494
5.375488 -0.003606
5.375977 -0.003670
5.376465 -0.003628
5.376953 -0.003673
5.377441 -0.003916
5.377930 -0.004017
5.378418 -0.004013
5.378906 -0.004129
5.379395 -0.004312
5.379883 -0.004305
5.380371 -0.004208
5.380859 -0.004439
5.381348 -0.004353
5.381836 -0.004353
5.382324 -0.004619
5.382813 -0.004704
5.383301 -0.004921
5.383789 -0.004899
5.384277 -0.004985
5.384766 -0.005033
5.385254 -0.005201
5.385742 -0.005594
5.386230 -0.005530
5.386719 -0.005766
5.387207 -0.005889
5.387695 -0.005930
5.388184 -0.006188
5.388672 -0.006206
5.389160 -0.006431
5.389648 -0.006502
5.390137 -0.006797
5.390625 -0.006965
5.391113 -0.006801
5.391602 -0.007331
5.392090 -0.007507
5.392578 -0.007555
5.393066 -0.007865
5.393555 -0.007985
5.394043 -0.008273
5.394531 -0.008493
5.395020 -0.008848
5.395508 -0.009218
5.395996 -0.009259
5.396484 -0.009506
5.396973 -0.009917
5.397461 -0.010133
5.397949 -0.010541
5.398438 -0.011041
5.398926 -0.011363
5.399414 -0.011710
5.399902 -0.011979
5.400391 -0.012312
5.400879 -0.012700
5.401367 -0.013205
5.401855 -0.013657
5.402344 -0.013997
5.402832 -0.014673
5.403320 -0.015129
5.403809 -0.015547
5.404297 -0.016272
5.404785 -0.016597
5.405273 -0.016859
5.405762 -0.017307
5.406250 -0.017711
5.406738 -0.018361
5.407227 -0.019007
5.407715 -0.019493
5.408203 -0.020009
5.408691 -0.020412
5.409180 -0.020905
5.409668 -0.021066
5.410156 -0.021298
5.410645 -0.021342
5.411133 -0.021402
5.411621 -0.021006
5.412109 -0.019740
5.412598 -0.019179
5.413086 -0.016706
5.413574 -0.014938
5.414063 -0.011150
5.414551 -0.007006
5.415039 -0.001966
5.415527 0.005817
5.416016 0.010476
5.416504 0.024353
5.416992 0.017501
5.417480 -0.006076
5.417969 -0.003307
5.418457 0.000325
5.418945 0.000355
5.419434 0.006090
5.419922 0.006576
5.420410 0.011803
5.420898 0.015636
5.421387 0.004117
5.421875 -0.000703
5.422363 0.004483
5.422852 0.008821
5.423340 0.006067
5.423828 -0.001237
5.424316 0.003542
5.424805 0.003848
5.425293 0.000941
5.425781 0.002742
5.426270 0.001326
5.426758 0.001629
5.427246 0.001352
5.427734 0.001289
5.428223 0.001535
5.428711 0.001087
5.429199 0.001210
5.429688 0.000990
5.430176 0.001091
5.430664 0.001072
5.431152 0.000766
5.431641 0.000508
5.432129 0.000597
5.432617 0.000653
5.433105 0.000526
5.433594 0.000564
5.434082 0.000594
5.434570 0.000433
5.435059 0.000347
5.435547 0.000620
5.436035 0.000620
5.436523 0.000396
5.437012 0.000396
5.437500 0.000500
5.437988 0.000676
5.438477 0.000276
5.438965 0.000015
5.439453 0.000242
5.439941 0.000183
5.440430 0.000340
5.440918 0.000388
5.441406 0.000317
5.441895 0.000392
5.442383 0.000624
5.442871 0.000855
5.443359 0.000792
5.443848 0.000908
5.444336 0.000993
5.444824 0.001053
5.445313 0.001046
5.445801 0.001068
5.446289 0.000945
5.446777 0.000784
5.447266 0.000889
5.447754 0.000653
5.448242 0.000780
5.448730 0.000885
5.449219 0.000840
5.449707 0.001001
5.450195 0.000866
5.450684 0.000795
5.451172 0.000747
5.451660 0.000751
5.452148 0.000612
5.452637 0.000743
5.453125 0.000837
5.453613 0.000582
5.454102 0.000736
5.454590 0.000609
5.455078 0.000627
5.455566 0.000792
5.456055 0.000597
5.456543 0.000586
5.457031 0.000515
5.457520 0.000530
5.458008 0.000534
5.458496 0.000437
5.458984 0.000493
5.459473 0.000474
5.459961 0.000523
5.460449 0.000511
5.460938 0.000366
5.461426 0.000411
5.461914 0.000489
5.462402 0.000224
5.462891 0.000145
5.463379 0.000325
5.463867 0.000358
5.464355 0.000310
5.464844 0.000059
5.465332 0.000190
5.465820 0.000280
5.466309 0.000160
5.466797 0.000269
5.467285 0.000190
5.467773 0.000201
5.468262 0.000168
5.468750 0.000157
5.469238 0.000254
5.469727 0.000123
5.470215 0.000097
5.470703 0.000205
5.471191 0.000145
5.471680 0.000209
5.472168 0.000325
5.472656 0.000022
5.473145 0.000048
5.473633 0.000284
5.474121 0.000082
5.474609 0.000205
5.475098 0.000209
5.475586 -0.000019
5.476074 0.000224
5.476563 0.000171
5.477051 0.000067
5.477539 0.000224
5.478027 0.000056
5.478516 -0.000008
5.479004 0.000048
5.479492 0.000104
5.479980 0.000183
5.480469 -0.000000
5.480957 0.000097
5.481445 0.000183
5.481934 0.000037
5.482422 0.000059
5.482910 0.000048
5.483398 0.000078
5.483887 0.000033
5.484375 0.000037
5.484863 0.000089
5.485352 0.000130
5.485840 0.000190
5.486328 0.000097
5.486816 0.000063
5.487305 0.000003
5.487793 0.000078
5.488281 0.000190
5.488770 0.000119
5.489258 0.000157
5.489746 0.000071
5.490234 0.000018
5.490723 0.000242
5.491211 0.000269
5.491699 0.000224
5.492188 0.000239
5.492676 0.000119
5.493164 0.000130
5.493652 0.000280
5.494141 0.000343
5.494629 0.000369
5.495117 0.000429
5.495605 0.000418
5.496094 0.000564
5.496582 0.000609
5.497070 0.000511
5.497559 0.000624
5.498047 0.000642
5.498535 0.000616
5.499023 0.000605
5.499512 0.000758
5.500000 0.000818
5.500488 0.000810
5.500977 0.001020
5.501465 0.000967
5.501953 0.001005
5.502441 0.001083
5.502930 0.001008
5.503418 0.001139
5.503906 0.001154
5.504395 0.001147
5.504883 0.001337
5.505371 0.001281
5.505859 0.001315
5.506348 0.001337
5.506836 0.001210
5.507324 0.001588
5.507813 0.001580
5.508301 0.001565
5.508789 0.001767
5.509277 0.001438
5.509766 0.001505
5.510254 0.001730
5.510742 0.001804
5.511230 0.001789
5.511719 0.001812
5.512207 0.001875
5.512695 0.001767
5.513184 0.002010
5.513672 0.001984
5.514160 0.001864
5.514648 0.002010
5.515137 0.001924
5.515625 0.001995
5.516113 0.002096
5.516602 0.002088
5.517090 0.002077
5.517578 0.002013
5.518066 0.002133
5.518555 0.002182
5.519043 0.002099
5.519531 0.002178
5.520020 0.002174
5.520508 0.002051
5.520996 0.002096
5.521484 0.002335
5.521973 0.002256
5.522461 0.002017
5.522949 0.002163
5.523438 0.002170
5.523926 0.002118
5.524414 0.002070
5.524902 0.001942
5.525391 0.002141
5.525879 0.002238
5.526367 0.002159
5.526855 0.002032
5.527344 0.002025
5.527832 0.002096
5.528320 0.002103
5.528809 0.002193
5.529297 0.002043
5.529785 0.002013
5.530273 0.001849
5.530762 0.001830
5.531250 0.002107
5.531738 0.001857
5.532227 0.002047
5.532715 0.002092
5.533203 0.001898
5.533691 0.002077
5.534180 0.001797
5.534668 0.001830
5.535156 0.001972
5.535645 0.001913
5.536133 0.001890
5.536621 0.001752
5.537109 0.001980
5.537598 0.001860
5.538086 0.001681
5.538574 0.001786
5.539063 0.001655
5.539551 0.001756
5.540039 0.001838
5.540527 0.001681
5.541016 0.001595
5.541504 0.001748
5.541992 0.001756
5.542480 0.001666
5.542969 0.001722
5.543457 0.001651
5.543945 0.001715
5.544434 0.001632
5.544922 0.001606
5.545410 0.001771
5.545898 0.001632
5.546387 0.001662
5.546875 0.001606
5.547363 0.001419
5.547852 0.001464
5.548340 0.001520
5.548828 0.001606
5.549316 0.001520
5.549805 0.001498
5.550293 0.001546
5.550781 0.001636
5.551270 0.001610
5.551758 0.001531
5.552246 0.001558
5.552734 0.001345
5.553223 0.001561
5.553711 0.001494
5.554199 0.001386
5.554688 0.001550
5.555176 0.001363
5.555664 0.001602
5.556152 0.001502
5.556641 0.001397
5.557129 0.001494
5.557617 0.001446
5.558105 0.001550
5.558594 0.001404
5.559082 0.001457
5.559570 0.001363
5.560059 0.001475
5.560547 0.001662
5.561035 0.001296
5.561523 0.001438
5.562012 0.001431
5.562500 0.001307
5.562988 0.001397
5.563477 0.001270
5.563965 0.001356
5.564453 0.001375
5.564941 0.001300
5.565430 0.001184
5.565918 0.001162
5.566406 0.001390
5.566895 0.001487
5.567383 0.001378
5.567871 0.001285
5.568359 0.001378
5.568848 0.001277
5.569336 0.001251
5.569824 0.001375
5.570313 0.001229
5.570801 0.001233
5.571289 0.001165
5.571777 0.001124
5.572266 0.001296
5.572754 0.001251
5.573242 0.001289
5.573730 0.001289
5.574219 0.001311
5.574707 0.001292
5.575195 0.001035
5.575684 0.001229
5.576172 0.001266
5.576660 0.001046
5.577148 0.001169
5.577637 0.001132
5.578125 0.001068
5.578613 0.001132
5.579102 0.001094
5.579590 0.001083
5.580078 0.001128
5.580566 0.001102
5.581055 0.001023
5.581543 0.001038
5.582031 0.000941
5.582520 0.000975
5.583008 0.000990
5.583496 0.000855
5.583984 0.000945
5.584473 0.000762
5.584961 0.000986
5.585449 0.001191
5.585938 0.000919
5.586426 0.001072
5.586914 0.000971
5.587402 0.000960
5.587891 0.000915
5.588379 0.000728
5.588867 0.000908
5.589355 0.000866
5.589844 0.000837
5.590332 0.000848
5.590820 0.000844
5.591309 0.000844
5.591797 0.000866
5.592285 0.000818
5.592773 0.000751
5.593262 0.000997
5.593750 0.000919
5.594238 0.000792
5.594727 0.000751
5.595215 0.000721
5.595703 0.000870
5.596191 0.000788
5.596680 0.000773
5.597168 0.000713
5.597656 0.000702
5.598145 0.000713
5.598633 0.000620
5.599121 0.000788
5.599609 0.000814
5.600098 0.000780
5.600586 0.000713
5.601074 0.000523
5.601563 0.000530
5.602051 0.000586
5.602539 0.000713
5.603027 0.000676
5.603516 0.000493
5.604004 0.000605
5.604492 0.000594
5.604980 0.000467
5.605469 0.000568
5.605957 0.000612
5.606445 0.000601
5.606934 0.000657
5.607422 0.000680
5.607910 0.000620
5.608398 0.000568
5.608887 0.000605
5.609375 0.000586
5.609863 0.000571
5.610352 0.000556
5.610840 0.000511
5.611328 0.000482
5.611816 0.000392
5.612305 0.000459
5.612793 0.000403
5.613281 0.000298
5.613770 0.000511
5.614258 0.000493
5.614746 0.000407
5.615234 0.000433
5.615723 0.000429
5.616211 0.000381
5.616699 0.000321
5.617188 0.000489
5.617676 0.000504
5.618164 0.000396
5.618652 0.000362
5.619141 0.000358
5.619629 0.000418
5.620117 0.000377
5.620605 0.000328
5.621094 0.000194
5.621582 0.000198
5.622070 0.000306
5.622559 0.000272
5.623047 0.000407
5.623535 0.000224
5.624023 0.000257
5.624512 0.000437
5.625000 0.000100
5.625488 0.000347
5.625977 0.000485
5.626465 0.000325
5.626953 0.000328
5.627441 0.000254
5.627930 0.000369
5.628418 0.000261
5.628906 0.000175
5.629395 0.000265
5.629883 0.000377
5.630371 0.000246
5.630859 0.000037
5.631348 0.000280
5.631836 0.000295
5.632324 0.000257
5.632813 0.000373
5.633301 0.000209
5.633789 0.000261
5.634277 0.000355
5.634766 0.000347
5.635254 0.000317
5.635742 0.000149
5.636230 0.000272
5.636719 0.000265
5.637207 0.000007
5.637695 -0.000071
5.638184 0.000130
5.638672 0.000276
5.639160 0.000175
5.639648 0.000317
5.640137 0.000306
5.640625 0.000265
5.641113 0.000160
5.641602 0.000108
5.642090 0.000298
5.642578 0.000164
5.643066 0.000242
5.643555 0.000041
5.644043 -0.000079
5.644531 0.000287
5.645020 0.000160
5.645508 0.000138
5.645996 0.000190
5.646484 0.000209
5.646973 0.000220
5.647461 0.000067
5.647949 0.000067
5.648438 0.000183
5.648926 0.000242
5.649414 0.000175
5.649902 0.000246
5.650391 0.000138
5.650879 0.000145
5.651367 0.000381
5.651855 0.000205
5.652344 0.000138
5.652832 0.000190
5.653320 0.000127
5.653809 0.000115
5.654297 0.000074
5.654785 0.000127
5.655273 0.000194
5.655762 0.000082
5.656250 0.000194
5.656738 0.000134
5.657227 0.000011
5.657715 0.000280
5.658203 0.000183
5.658691 0.000078
5.659180 0.000115
5.659668 0.000074
5.660156 0.000029
5.660645 0.000018
5.661133 0.000149
5.661621 0.000041
5.662109 0.000082
5.662598 0.000224
5.663086 0.000078
5.663574 0.000003
5.664063 0.000097
5.664551 0.000119
5.665039 0.000089
5.665527 0.000265
5.666016 0.000190
5.666504 0.000048
5.666992 0.000033
5.667480 -0.000071
5.667969 -0.000056
5.668457 -0.000056
5.668945 0.000149
5.669434 0.000168
5.669922 -0.000086
5.670410 -0.000015
5.670898 0.000093
5.671387 0.000123
5.671875 0.000029
5.672363 0.000003
5.672852 0.000228
5.673340 0.000063
5.673828 -0.000045
5.674316 0.000160
5.674805 0.000048
5.675293 0.000063
5.675781 0.000041
5.676270 0.000052
5.676758 0.000213
5.677246 0.000029
5.677734 0.000059
5.678223 0.000052
5.678711 0.000044
5.679199 0.000205
5.679688 0.000134
5.680176 0.000194
5.680664 0.000261
5.681152 0.000138
5.681641 0.000115
5.682129 0.000123
5.682617 0.000044
5.683105 0.000134
5.683594 0.000067
5.684082 -0.000056
5.684570 0.000015
5.685059 0.000071
5.685547 0.000115
5.686035 -0.000015
5.686523 -0.000034
5.687012 0.000015
5.687500 0.000026
5.687988 0.000007
5.688477 -0.000030
5.688965 0.000130
5.689453 0.000052
5.689941 0.000078
5.690430 0.000119
5.690918 -0.000015
5.691406 0.000112
5.691895 -0.000012
5.692383 0.000127
5.692871 0.000224
5.693359 -0.000075
5.693848 -0.000116
5.694336 0.000015
5.694824 0.000205
5.695313 0.000082
5.695801 0.000074
5.696289 0.000056
5.696777 0.000044
5.697266 0.000183
5.697754 0.000071
5.698242 0.000115
5.698730 0.000033
5.699219 0.000022
5.699707 0.000168
5.700195 0.000127
5.700684 0.000119
5.701172 0.000074
5.701660 -0.000045
5.702148 -0.000027
5.702637 0.000044
5.703125 0.000029
5.703613 0.000037
